publication_id,place_of_first_production_settlement,place_of_first_production_county,place_of_first_production_country,first_revival_year,first_revival_month,first_revival_day,place_of_first_revival_settlement,place_of_first_revival_county,place_of_first_revival_country,theatre_company,venue,revival_venue,notes
614096091,,,,0,0,0,,,,2075769476,,,
640787817,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
668802648,Dublin,,Ireland,0,0,0,,,,1666006495,Focus Theatre,,
670556552,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
683385940,,,,0,0,0,,,,798972613,,,
689328093,Dublin,,Ireland,0,0,0,,,,-1402958477,The Gate Theatre,,
690334664,London,,England,0,0,0,,,,502587945,The Royal Court Theatre,,
691952087,Galway,,Ireland,0,0,0,,,,8831333,Town Hall Theatre,,
706719174,Belfast,Antrim,Ireland,0,0,0,,,,-248418353,Garage Theatre,,
714706099,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
719686121,Belfast,Antrim,Ireland,0,0,0,,,,2075769476,Old Museum Arts Centre,,
729076562,Dublin,Dublin,Ireland,0,0,0,,,,1607599215,,,Performed at the Eblana Theatre
733136330,Dublin,,Ireland,0,0,0,,,,1285570691,City Theatre Dublin,,
741388383,Dublin,Dublin,Ireland,0,0,0,,,,1251749641,Project Arts Centre,,
746400657,,,,0,0,0,,,,-153439562,Droichead Arts Centre,,
753878517,,,,0,0,0,,,,-636796677,,,
761950514,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
762612815,Cork,,Ireland,0,0,0,,,,2085331940,Ivernia Theatre,,
763340808,,,,0,0,0,,,,-1368436573,,,
764049985,London,,England,0,0,0,,,,-712549273,The Royal Court Theatre,,
764067950,Dublin,,Ireland,0,0,0,,,,-1402958477,The Gate Theatre,,
770378870,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
782711594,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
790237602,,,,0,0,0,,,,2075769476,,,
798258949,Cork,,Ireland,0,0,0,,,,-2025750415,Cork Opera House,,
813146919,Dublin,,Ireland,0,0,0,,,,1214035932,Smock Alley Theatre & Studio,,
819688191,Ulster,,Ireland,0,0,0,,,,-1292405262,Riverside Theatre,,
829520841,Dublin,,,0,0,0,,,,-712549273,Abbey Theatre,,
829661808,Limerick,,Ireland,0,0,0,,,,1572649714,Belltable Arts Centre,,
832304405,Belfast,,Ireland,0,0,0,,,,1926951602,Lyric Theatre,,
866496049,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
876012102,,,,0,0,0,,,,812689999,,,
883410299,Dublin,,Ireland,0,0,0,,,,-1402958477,Gaiety Theatre,,
900554338,Dublin,,Ireland,0,0,0,,,,1623565115,Eblana Theatre,,
905781849,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
908384150,,,,0,0,0,,,,1863575764,,,
909035134,,,,0,0,0,,,,2075769476,,,
910124881,Dublin,,Ireland,0,0,0,,,,-1085509476,Bewley's Café Theatre,,
916850084,Dublin,,Ireland,0,0,0,,,,-636796677,Dublin Writers' Museuem,,
917227113,Cork,,Ireland,0,0,0,,,,-2025750415,Cork Opera House,,
932654929,Dublin,,Ireland,0,0,0,,,,-1722411202,Project Arts Centre,,
938280259,Dublin,,Ireland,0,0,0,,,,-1402958477,Gaiety Theatre,,
962835816,Dublin,,Ireland,0,0,0,,,,-1050361748,The Gate Theatre,,
976016053,Dublin,,Ireland,0,0,0,,,,1306493182,"The Ark, A Cultural Centre for Children",,
977483373,,,,0,0,0,,,,1603442578,Project Arts Centre,,
987361340,Dublin,,Ireland,0,0,0,,,,1633018044,The Gate Theatre,,
1016349133,,,,0,0,0,,,,-153439562,Andrew's Lane,,
1038782042,Dublin,,Ireland,0,0,0,,,,-1050361748,The Gate Theatre,,
1041749830,Edinburgh,,Scotland,0,0,0,,,,1603442578,Traverse Theatre,,
1081727756,Ulster,Antrim,Ireland,0,0,0,,,,528594578,Group Theatre,,
1081951493,Dublin,,Ireland,0,0,0,,,,1475054084,Bewley's Café Theatre,,
1101150482,Dublin,,Ireland,0,0,0,,,,1306493182,"The Ark, A Cultural Centre for Children",,
1104690423,Belfast,Antrim,Ireland,0,0,0,,,,-2071420564,Grand Opera House,,
1110992584,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1115900522,Belfast,,Ireland,0,0,0,,,,-1368436573,Arts Theatre,,
1132948544,Dublin,,Ireland,0,0,0,,,,-153439562,Liberty Hall,,
1135444825,Dublin,,Ireland,0,0,0,,,,-2025750415,Olympia Theatre,,
1143048567,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1148969587,Belfast,Antrim,Ireland,0,0,0,,,,-2071420564,Grand Opera House,,
1157267596,Dublin,,Ireland,0,0,0,,,,-1184022911,Bewley's Café Theatre,,
1170250006,Edinburgh,,Scotland,0,0,0,,,,-1545294625,Hillstreet Theatre,,
1170250395,Dublin,,Ireland,0,0,0,,,,763522880,Damer Hall,,
1173126624,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1177949399,,,,0,0,0,,,,821744588,,,
1177949753,,,,0,0,0,,,,821744588,,,
1186013382,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1193063841,Galway,,Ireland,0,0,0,,,,1316655950,Town Hall Theatre,,
1193310992,Dublin,,Ireland,0,0,0,,,,-1402958477,The Gate Theatre,,
1202577575,Dublin,,Ireland,0,0,0,,,,1306493182,"The Ark, A Cultural Centre for Children",,
1204556262,Kilkenny,,Ireland,0,0,0,,,,1920190831,Watergate Theatre,,
1205609148,,,,0,0,0,,,,1569298031,Rock Theatre,,
1207856607,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1239388465,,,,0,0,0,,,,1214035932,,,
1245413488,,,,0,0,0,,,,-1005456389,Abbey Theatre,Abbey Theatre,
1253026987,Castlebar,Mayo,Ireland,0,0,0,,,,-1817014103,Linenhall Arts Cente,,
1254306716,Dublin,,Ireland,0,0,0,,,,1633018044,The Gate Theatre,,
1268682158,Dublin,,Ireland,0,0,0,,,,1475054084,Project Arts Centre,,
1273985651,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1281005093,,,,0,0,0,,,,2075769476,,,
1298066105,,,,0,0,0,,,,-598261608,,,"""Premiered at the Poet's Theatre, Cambridge [Massachusetts]"". Adapted from James Joyce, Finnegan's Wake. Choreographer was Nora White Shattuck. Published as Passages from Finnegan's Wake (Harvard UP, 1957) and as The Voice of Shem (Faber & Faber, 1958)."
1304997180,Cork,,Ireland,0,0,0,,,,-2025750415,Cork Opera House,,
1306530656,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1322762916,Dublin,,Ireland,0,0,0,,,,8831333,Town Hall Theatre,,
1332213023,Belfast,Antrim,Ireland,0,0,0,,,,528594578,,,Produced at the Group Theatre
1333358491,Dublin,,Ireland,0,0,0,,,,-1402958477,The Gate Theatre,,
1345216960,Dublin,,Ireland,0,0,0,,,,-636796677,Dublin Writers' Museuem,,
1358121987,Dublin,,Ireland,0,0,0,,,,-46616758,Eblana Theatre,,
1371869203,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1382885986,,,,0,0,0,,,,1548641276,,,
1415071980,,,,0,0,0,,,,-2025750415,Players Theatre,,
1419444877,Belfast,,Ireland,0,0,0,,,,1926951602,Lyric Theatre,,
1420035794,Dublin,,Ireland,0,0,0,,,,691438355,City Arts Centre,,
1421117885,Galway,,Ireland,0,0,0,,,,-1782840262,Punchbag Theatre,,
1427589762,Dublin,,Ireland,0,0,0,,,,-2056790491,Abbey Theatre,,
1428954025,,,,0,0,0,,,,-153439562,,,Production company and venue unknown
1447591848,Bray,,Ireland,0,0,0,,,,1863575764,Bray School Project,,
1456940645,Dublin,,Ireland,0,0,0,,,,-153439562,Abbey Theatre,,
1458050627,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1468412745,Enniskillen,Fermanagh,Ireland,0,0,0,,,,-1292405262,Ardhowen Theatre,,
1478889174,Drogheda,Louth,Ireland,0,0,0,,,,-1249534903,Droichead Arts Centre,,
1487646804,,,,0,0,0,,,,1201239749,,,
1492396366,Belfast,Antrim,Ireland,0,0,0,,,,1300715191,Old Museum Arts Centre,,
1509101716,,,,0,0,0,,,,1548589892,,,
1524825618,Armagh,,Ireland,0,0,0,,,,-1965447228,Market Place Theatre,,
1535601675,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1536634235,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1542169712,Dublin,Dublin,Ireland,0,0,0,,,,-1599237493,,,"Produced at the Lantern Theatre Club, Baggot St."
1544798102,Dublin,,Ireland,0,0,0,,,,1633018044,The Gate Theatre,,
1552879126,Dublin,,Ireland,0,0,0,,,,1666006495,Focus Theatre,,
1557456922,Ulster,Antrim,Ireland,0,0,0,,,,528594578,Group Theatre,,
1560899336,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1567423616,Dublin,,Ireland,0,0,0,,,,1214035932,Meeting House Square,,
1572617394,Dublin,,Ireland,0,0,0,,,,1666006495,Focus Theatre,,
1575705454,Dublin,,Ireland,0,0,0,,,,-1050361748,The Gate Theatre,,
1582580651,Belfast,Antrim,Ireland,0,0,0,,,,528594578,,,Performed at the Group Theatre
1593400623,Kilkenny,,Ireland,0,0,0,,,,1548589892,Nero's Nightclub,,
1610536664,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1617012556,Dublin,,Ireland,0,0,0,,,,-1050361748,The Gate Theatre,,
1628546120,Ballina,Mayo,Ireland,0,0,0,,,,-1817014103,The Building Theatre,,
1642569173,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1649766042,,,,0,0,0,,,,1863575764,,,
1663976965,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1666083188,Galway,,Ireland,0,0,0,,,,8831333,Druid Lane Theatre,,
1674934145,Dublin,,Ireland,0,0,0,,,,-2071420564,Gaiety Theatre,,
1675469746,,,,0,0,0,,,,2075769476,,,
1680714535,Kilkenny,,Ireland,0,0,0,,,,1920190831,Watergate Theatre,,
1712342392,Ulster,Antrim,Ireland,0,0,0,,,,528594578,Group Theatre,,
1726709163,Dublin,,Ireland,0,0,0,,,,-1700964702,Project Arts Centre,,
1750680412,Dublin,,Ireland,0,0,0,,,,1475054084,Project Arts Centre,,
1754250394,Glanmire,Cork,Ireland,0,0,0,,,,691438355,Coláiste an Phiarsaigh,,
1755050861,,,,0,0,0,,,,-1085509476,,,
1758942289,Dublin,,Ireland,0,0,0,,,,1475054084,Project Arts Centre,,
1763819245,Dublin,,Ireland,0,0,0,,,,-1700964702,Abbey Theatre,,
1775120184,Dublin,Dublin,Ireland,0,0,0,,,,-1402958477,,,Performed at the Gaiety Theatre
1786648009,Dublin,Dublin,Ireland,0,0,0,,,,-1050361748,,,Produced at The Gate Theatre
1811262460,Dublin,,Ireland,0,0,0,,,,-978082995,Riverside Theatre,,
1834280555,,,,0,0,0,,,,1863575764,,,
1837660530,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1839445685,Dublin,,Ireland,0,0,0,,,,1436636676,Project Arts Centre,,
1850482642,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1851902751,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1852676294,Ulster,Antrim,Ireland,0,0,0,,,,528594578,Group Theatre,,
1863426352,Dublin,,Ireland,0,0,0,,,,-681533149,Project Arts Centre,,
1864059047,,,,0,0,0,,,,835833692,,,
1880302091,,,,0,0,0,,,,821744588,,,
1884396161,Belfast,,Ireland,0,0,0,,,,-1368436573,Arts Theatre,,
1908891243,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1918720350,Cork,,Ireland,0,0,0,,,,-153439562,Ivernia Theatre,,
1924180062,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1929614412,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1932392284,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1963475295,Newtownabbey,,Ireland,0,0,0,,,,2075769476,Abbot's Cross Primary School,,
1976513904,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
1996155031,Belfast,,Ireland,0,0,0,,,,-1368436573,Arts Theatre,,
1996849990,,,,0,0,0,,,,1569298031,,,
1999722551,Dublin,,Ireland,0,0,0,,,,798972613,Project Arts Centre,,
2006619023,,,,0,0,0,,,,528594578,,,Produced at the Group Theatre.
2017346049,Dublin,,Ireland,0,0,0,,,,-1199707041,SS Michael and John,,
2031500234,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
2080903928,,,,0,0,0,,,,8831333,,,
2089797660,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,,,"""Produced at the Queen's Theatre"", Abbey Theatre."
2091777038,Dublin,,Ireland,0,0,0,,,,-1402958477,The Gate Theatre,,
2101069380,Dublin,Dublin,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
2103544891,,,,0,0,0,,,,1569298031,,,
2115227947,Dublin,,Ireland,0,0,0,,,,-636796677,Civic Theatre,,
2117995345,Belfast,,Ireland,0,0,0,,,,-1292405262,Old Museum Arts Centre,,
2119186009,Dublin,,Ireland,0,0,0,,,,-636796677,Bewley's Café Theatre,,
2127735133,Dublin,,Ireland,0,0,0,,,,-712549273,Abbey Theatre,,
