publication_id,publisher,printer,notes,season,from_year,from_month,to_year,to_month,edition_subseries
-1095582526,0,0, ,,0,0,0,0,0
-1095452473,0,0, ,,,,,,0
-1095287058,0,0, ,,0,0,0,0,0
-1094634013,0,0,Published in The Irish Press,,0,0,0,0,0
-1093634634,0,0, ,,,,,,0
-1093600875,0,0, ,,0,-1,0,0,0
-1093063848,0,0, ,,0,0,0,0,0
-1093033822,0,0, ,,,,,,0
-1092381772,0,0, ,Spring,0,0,0,0,0
-1092238223,0,0, ,,0,0,0,0,0
-1092171674,0,0, ,,0,0,0,-1,0
-1088658898,0,0, ,,0,-1,0,0,0
-1088456618,0,0, ,,0,0,0,0,0
-1087159939,0,0, ,,2000,0,0,0,0
-1087094916,0,0, ,,0,0,0,0,0
-1087079904,0,0, ,,0,-1,0,0,0
-1086997401,0,0, ,,,,,,0
-1086673999,0,0, ,,0,0,0,-1,0
-1086036799,0,0, ,,0,-1,0,0,0
-1084496288,0,0, ,,,,,,0
-1083098150,0,0, Jan-Mar,,,,,,0
-1082370942,0,0, ,,0,0,0,-1,0
-1082215775,0,0, ,,0,-1,0,0,0
-1081522331,0,0, ,,0,-1,0,0,0
-1081477859,0,0, ,,0,0,0,-1,0
-1080311205,0,0, ,,0,0,0,0,0
-1078046949,0,0, ,,,,,,0
-1077126091,0,0, ,,0,-1,0,0,0
-1076332650,0,0, ,,0,-1,0,0,0
-1074956128,0,0, ,,0,0,0,-1,0
-1071524838,0,0, ,,0,6,7,-1,0
-1070558915,0,0, ,Summer,,,,,0
-1070523843,0,0, ,,1966,1,0,12,0
-1069844963,0,0, ,,0,0,0,0,0
-1069778481,0,0,Published in The Irish Press,,0,0,0,0,0
-1068207050,0,0, ,,0,0,0,0,0
-1066516206,0,0, ,Spring,0,0,0,0,0
-1064768630,0,0,yearly volume,,1889,1,1889,12,0
-1064198228,0,0, ,,0,0,0,-1,0
-1063870592,0,0, ,,0,0,0,0,0
-1063277628,0,0,Published in The Irish Press,,0,0,0,0,0
-1063179976,0,0, ,,,,,,0
-1062083006,0,0, ,,0,-1,0,0,0
-1061084611,0,0, May and June number.,,,,,,0
-1060892561,0,0,Published in The Irish Press,,0,0,0,0,0
-1057523789,0,0, ,,0,0,0,0,0
-1057318881,0,0, ,,0,0,0,0,0
-1057130996,0,0, ,,,,,,0
-1054054901,0,0, ,,0,-1,0,0,0
-1053680790,0,0, ,,0,0,0,0,0
-1050017693,0,0,Published in The Irish Press,,0,0,0,0,0
-1049415639,0,0, ,,,,,,0
-1049161387,0,0, ,,0,-1,0,0,0
-1046958056,0,0, ,,0,0,0,-1,0
-1046488870,0,0,July/Oct,,,,,,0
-1044788500,0,0, ,,,,,,0
-1043622975,0,0, ,,0,0,0,0,0
-1043220229,0,0, ,,0,0,0,-1,0
-1042181069,0,0,Published in The Irish Press.,,0,0,0,0,0
-1041702416,0,0,yearly volume,,1944,1,1944,12,0
-1040818334,0,0, ,,0,0,0,-1,0
-1040411873,0,0, ,,0,0,0,-1,0
-1040141230,0,0, ,,0,0,0,0,0
-1039511434,0,0, ,,0,0,0,0,0
-1038375709,0,0,Published in The Irish Press,,0,0,0,0,0
-1037609379,0,0,Published in The Irish Press.,,0,0,0,0,0
-1035089052,0,0, ,,0,-1,0,0,0
-1034449591,0,0, ,,0,0,0,0,0
-1034237834,0,0,April-June,,,,,,0
-1033919447,0,0, ,,0,0,0,0,0
-1032393614,0,0, ,,0,0,0,0,0
-1030299400,0,0,Oct-Dec,,,,,,0
-1030199439,0,0, ,,0,0,0,0,0
-1028448326,0,0, ,,,,,,0
-1027462939,0,0, ,,,,,,0
-1027131779,0,0, ,,0,0,0,0,0
-1027112424,0,0, ,,,,,,0
-1026617653,0,0, ,,0,0,0,0,0
-1026013121,0,0, ,,0,-1,0,0,0
-1023267098,0,0, ,,,,,,0
-1023162312,0,0,Published in The Irish Press,,0,0,0,0,0
-1022082855,0,0, ,,1994,0,0,0,0
-1021616704,0,0,1990-91,,,,,,0
-1021036711,0,0,yearly volume,,1885,1,1885,12,0
-1019792345,0,0, ,,0,0,0,0,0
-1017601701,0,0, ,,0,-1,0,0,0
-1015671612,0,0, ,,0,0,0,-1,0
-1015612623,0,0, ,,,,,,0
-1014537782,0,0, ,Winter/Spring,1986,0,1987,0,0
-1013673544,0,0, ,,0,0,0,0,0
-1013163444,0,0, ,,,,,,0
-1012811165,0,0, ,,,,,,0
-1011764879,0,0, ,,1981,1,0,12,0
-1011454825,0,0, ,,,,,,0
-1010635569,0,0, ,,,,,,0
-1010250026,0,0, ,,,,,,0
-1009872232,0,0,March/June,,,,,,0
-1009193549,0,0, ,,2002,0,0,0,0
-1008630374,0,0, ,,0,0,0,0,0
-1008030838,0,0, ,,0,-1,0,0,0
-1007891960,0,0,Published in The Irish Press,,0,0,0,0,0
-1006884813,0,0, ,,0,0,0,0,0
-1005715887,0,0, ,,0,0,0,0,0
-1004351396,0,0, ,,1969,1,0,12,0
-1003698287,0,0, ,,1934,0,0,0,0
-1001977981,0,0, ,Autumn,0,0,0,0,0
-1001788512,0,0, ,Summer,0,-1,0,0,0
-998873066,0,0, ,,0,0,0,0,0
-998720935,0,0, ,,1981,1,0,12,0
-998680939,0,0, ,,0,-1,0,0,0
-998043603,0,0,,,0,0,0,0,0
-996564569,0,0,No year given; c.2005.,,0,0,0,0,0
-996535211,0,0, ,,0,-1,0,0,0
-995923777,0,0, ,,0,0,0,0,0
-994811292,0,0, ,,0,-1,0,0,0
-993015703,0,0, ,,0,0,0,0,0
-991414807,0,0, ,,0,0,0,-1,0
-986978278,0,0,July-Sept,,,,,,0
-985032355,0,0, ,,,,,,0
-984231955,0,0,Published in The Irish Press,,0,0,0,0,0
-984191423,0,0, ,,,,,,0
-983714403,0,0,Published in The Irish Press.,,0,0,0,0,0
-982958594,0,0, ,,0,0,0,0,0
-982038869,0,0,Oct-Dec,,,,,,0
-981146688,0,0, ,,0,0,0,-1,0
-980234255,0,0,Published in The Irish Press,,0,0,0,0,0
-980110448,0,0, ,,0,0,0,-1,0
-977271625,0,0, ,,0,-1,0,0,0
-977124043,0,0,Published in The Irish Press.,,0,0,0,0,0
-976671982,0,0, ,Spring,0,0,0,0,0
-975841760,0,0, ,,0,-1,0,0,0
-975474638,0,0, ,,0,0,0,-1,0
-974827116,0,0, ,,0,0,0,0,0
-974826467,0,0, ,,0,0,0,0,0
-974795998,0,0, ,,0,0,0,0,0
-974401617,0,0, ,,0,0,0,0,0
-974398399,0,0, ,,1964,1,,12,0
-973884637,0,0, ,,0,0,0,0,0
-972962908,0,0, ,,,,,,0
-972585585,0,0, ,,0,-1,0,0,0
-972399707,0,0, ,,0,-1,0,0,0
-972330914,0,0,Published by The Lyric Players Theatre,Spring,0,0,0,0,0
-971908293,0,0, ,,0,0,0,0,0
-970858900,0,0, ,,2005,0,0,0,0
-970626273,0,0, ,,0,0,0,0,0
-970335151,0,0, ,,0,0,0,0,0
-969265528,0,0, Drawings and Decorations by Grace Perry,,,,,,0
-968690168,0,0, ,,0,-1,0,0,0
-967948183,0,0, ,,0,0,0,-1,0
-967823268,0,0, ,,0,-1,0,0,0
-967461031,0,0, ,,,,,,0
-966718423,0,0, ,,,,,,0
-966383071,0,0, ,,0,0,0,-1,0
-965910332,0,0, ,,2005,0,0,0,0
-965463452,0,0, ,,0,0,0,-1,0
-965254962,0,0, ,,,,,,0
-964126420,0,0, ,Summer,0,0,0,0,0
-963544710,0,0, ,,0,0,0,0,0
-963102801,0,0, ,,,,,,0
-962463241,0,0, ,,,,,,0
-962037727,0,0, ,,0,0,0,-1,0
-960222133,0,0, ,,0,-1,0,0,0
-959618740,0,0, ,,,,,,0
-957385893,0,0, ,,1992,0,0,0,0
-957230794,0,0, ,,0,0,0,-1,0
-956981125,0,0, ,,,,,,0
-956078934,0,0, ,,,,,,0
-955911189,0,0, ,,0,0,0,-1,0
-955701581,0,0, ,,,,,,0
-953740501,0,0, ,,,,,,0
-953509568,0,0, ,Winter,0,0,0,0,0
-952671123,0,0, ,,1963,1,0,12,0
-952234456,0,0, ,,,,,,0
-951970102,0,0, ,,0,-1,0,0,0
-951094360,0,0, ,,0,0,0,0,0
-948490450,0,0, ,,,,,,0
-946314698,0,0, ,,1954,0,0,0,0
-946149168,0,0,Published in The Irish Press.,,0,0,0,0,0
-945913333,0,0, ,,0,0,0,-1,0
-944555105,0,0, ,,0,0,0,-1,0
-943604382,0,0, ,,0,-1,0,0,0
-941460467,0,0, ,,0,-1,0,0,0
-938756803,0,0, ,,0,0,0,-1,0
-938579157,0,0, ,,0,-1,0,0,0
-938346573,0,0, ,,0,0,0,-1,0
-938321442,0,0, ,,1990,0,0,0,0
-937445602,0,0,July-Sept,,,,,,0
-936723929,0,0, ,,0,-1,0,0,0
-935864809,0,0, ,,,,,,0
-935250586,0,0, ,,0,0,0,0,0
-933209201,0,0, ,,,,,,0
-932880115,0,0, ,,1993,0,0,0,0
-931605188,0,0, ,,0,0,0,0,0
-931144886,0,0, ,,0,0,0,-1,0
-931019459,0,0, ,,0,0,0,0,0
-930200156,0,0, ,,0,0,0,0,0
-929030466,0,0, ,,0,0,0,0,0
-926305877,0,0, ,,,,,,0
-925961630,0,0, ,Spring,0,-1,0,0,0
-924964159,0,0, ,,0,0,0,0,0
-924287095,0,0,,,0,0,0,-1,0
-923258466,0,0, ,,0,0,0,0,0
-922665136,0,0, ,,,,,,0
-922603908,0,0, ,,0,0,0,0,0
-922325819,0,0, ,,0,-1,0,0,0
-921447693,0,0, ,Summer,0,0,0,0,0
-920019432,0,0, ,,,,,,0
-919691223,0,0, ,,0,-1,0,0,0
-918358684,0,0, ,,0,-1,0,0,0
-913435489,0,0, ,,0,0,0,0,0
-913262343,0,0, ,,0,0,0,0,0
-913079890,0,0, ,,0,0,0,0,0
-910887043,0,0, ,,0,0,0,0,0
-910620033,0,0, ,,,,,,0
-910542752,0,0, ,,0,0,0,-1,0
-910156984,0,0, ,,,,,,0
-909318065,0,0,Published in The Irish Press,,0,0,0,0,0
-908574055,0,0, ,,0,0,0,-1,0
-907233485,0,0, ,,0,0,0,0,0
-906845614,0,0, ,,0,-1,0,0,0
-904790616,0,0, ,,0,0,0,0,0
-904247557,0,0, ,,0,0,0,0,0
-903954759,0,0, ,,0,-1,0,0,0
-902299964,0,0, ,Summer,0,-1,0,0,0
-902203579,0,0, ,,0,-1,0,0,0
-901614001,0,0, ,,0,0,0,0,0
-900793122,0,0, ,,0,0,0,-1,0
-900463387,0,0,Published in The Irish Press. Date is 8-9 April.,,0,0,0,0,0
-900364180,0,0, ,,,,,,0
-899191120,0,0, ,,0,-1,0,0,0
-899129633,0,0, ,,0,0,0,-1,0
-898732857,0,0, ,,0,0,0,0,0
-898172370,0,0, ,,,,,,0
-898085889,0,0, ,,,,,,0
-896246015,0,0, ,,,,,,0
-896181751,0,0, ,,0,0,0,0,0
-895097227,0,0, ,,,,,,0
-894931454,0,0, ,,0,-1,0,0,0
-893857614,0,0, ,Autumn,,,,,0
-892299756,0,0, ,,0,0,0,0,0
-892155480,0,0, ,,0,0,0,0,0
-891328644,0,0, ,,0,0,0,0,0
-888445444,0,0,Published in The Irish Press,,0,0,0,0,0
-888371707,0,0, ,Winter,0,0,0,0,0
-888202898,0,0, ,,0,0,0,-1,0
-886949779,0,0,Published in The Irish Press,,0,0,0,0,0
-886444998,0,0, ,,,,,,0
-885132197,0,0, ,,0,0,0,0,0
-884971455,0,0, ,,,,,,0
-883078346,0,0,n.s.,Spring,,,,,0
-882847081,0,0, ,,0,0,0,-1,0
-881292954,0,0, ,,0,0,0,0,0
-880785479,0,0, ,,,,,,0
-879973183,0,0, ,,0,0,0,-1,0
-879787305,0,0, ,,,,,,0
-878622542,0,0, ,,,,,,0
-877624804,0,0, ,,0,-1,0,0,0
-877039002,0,0, ,,,,,,0
-874591268,0,0, ,,,,,,0
-873770584,0,0, ,,,,,,0
-873084068,0,0, ,Autumn,0,0,0,0,0
-872092646,0,0, ,,0,-1,0,0,0
-871937723,0,0,Published in The Irish Press.,,0,0,0,0,0
-871814402,0,0, ,,0,0,0,0,0
-871255094,0,0, ,,0,-1,0,0,0
-869546016,0,0, ,,0,0,0,-1,0
-868544846,0,0, ,Autumn,,,,,0
-868375195,0,0,Published in The Irish Press.,,0,0,0,0,0
-867109502,0,0, ,,0,0,0,0,0
-866560871,0,0, ,,0,-1,0,0,0
-864035519,0,0, ,,0,0,0,0,0
-863669618,0,0,Published in The Irish Press,,0,0,0,0,0
-863286957,0,0, ,,,,,,0
-862972323,0,0, ,,1971,1,0,12,0
-862101286,0,0, ,,0,0,0,0,0
-860785220,0,0, ,,0,0,0,0,0
-860360920,0,0, ,Spring,0,0,0,-1,0
-860112723,0,0, ,,1997,0,0,0,0
-856499373,0,0,Jan-Mar,,,,,,0
-856148212,0,0, ,,0,0,0,0,0
-855248603,0,0, ,,0,0,0,0,0
-855096808,0,0, ,,0,-1,0,0,0
-853064181,0,0, Monthly edition.,,,,,,0
-851783278,0,0, ,,1998,0,0,0,0
-850518006,0,0,No year given [1998],,0,0,0,0,0
-849563338,0,0, ,,0,0,0,0,0
-849498239,0,0, ,,1999,0,0,0,0
-849365552,0,0, ,,0,0,0,-1,0
-849183307,0,0, ,,0,0,0,0,0
-848620784,0,0, ,,,,,,0
-847863986,0,0, ,,0,-1,0,0,0
-845123002,0,0, ,,0,-1,0,0,0
-844311820,0,0, ,,0,0,0,0,0
-842328201,0,0, ,,1970,1,0,12,0
-841917230,0,0, ,,1966,1,0,12,0
-841751664,0,0,Published in The Irish Press,,0,0,0,0,0
-841484377,0,0, ,,0,0,0,0,0
-841040632,0,0,Oct-Dec,,,,,,0
-840678771,0,0, ,,,,,,0
-839676557,0,0, ,,0,0,0,0,0
-838529838,0,0, ,,0,0,0,0,0
-837902055,0,0, ,,0,0,0,0,0
-837395212,0,0, ,,0,0,0,0,0
-836779776,0,0, ,,0,-1,0,0,0
-835094946,0,0, ,,0,-1,0,0,0
-834871267,0,0, ,,1984,0,0,0,0
-834178324,0,0, ,,0,0,0,0,0
-834046387,0,0, ,,0,0,0,0,0
-834035190,0,0, ,,0,0,0,0,0
-833968800,0,0, ,,0,0,0,0,0
-833775731,0,0,Published in The Irish Press,,0,0,0,0,0
-833088211,0,0, ,,0,0,0,0,0
-832939463,0,0, ,,,,,,0
-832393027,0,0, ,,1933,0,0,0,0
-831805208,0,0, ,,0,-1,0,0,0
-831606182,0,0,yearly volume.,,1927,1,1927,12,0
-829764002,0,0, ,,,,,,0
-828879218,0,0, ,,,,,,0
-828583065,0,0, ,,0,0,0,0,0
-826884150,0,0, ,,,,,,0
-826515059,0,0, ,,1990,0,0,0,0
-825790962,0,0, ,,0,0,0,0,0
-825765850,0,0, ,Autumn,0,0,0,0,0
-825347393,0,0, ,,0,-1,0,0,0
-825148540,0,0, ,Autumn,0,0,0,0,0
-824875451,0,0, ,,0,0,0,0,0
-824207410,0,0, ,,0,0,0,-1,0
-824184301,0,0,Published in The Irish Press,,0,0,0,0,0
-823975301,0,0, ,,0,0,0,0,0
-823489523,0,0, ,,,,,,0
-823432090,0,0, ,Spring,0,0,0,0,0
-822504609,0,0, ,,0,0,0,-1,0
-822473263,0,0, ,,0,0,0,0,0
-822469687,0,0, ,,,,,,0
-822425330,0,0, ,,0,0,0,0,0
-817866699,0,0, ,,0,0,0,0,0
-817834873,0,0, ,,0,0,0,-1,0
-816049945,0,0, ,,0,0,0,0,0
-815192520,0,0,Published in The Irish Press.,,0,0,0,0,0
-814723424,0,0, ,,,,,,0
-814469647,0,0, ,,,,,,0
-814170847,0,0, ,,0,-1,0,0,0
-813097573,0,0, ,,,,,,0
-812414372,0,0, ,,1984,0,0,0,0
-811588503,0,0, ,,0,0,0,-1,0
-810870487,0,0, ,,0,0,0,0,0
-810394163,0,0, ,,0,0,0,0,0
-809857539,0,0,The Justice Issue,Autumn/Winter,2002,0,2003,0,0
-809323038,0,0, ,,0,-1,0,0,0
-808258857,0,0, ,,0,0,0,0,0
-808188229,0,0, ,Summer,0,-1,0,0,0
-804763009,0,0, ,,0,0,0,0,0
-803266848,0,0, ,,0,0,0,0,0
-802232545,0,0, ,,1883,4,1883,6,0
-802014598,0,0, ,,,,,,0
-800766846,0,0,Published in The Irish Press.,,0,0,0,0,0
-800637378,0,0, ,,0,-1,0,0,0
-799677384,0,0, ,,0,-1,0,0,0
-799593777,0,0,yearly volume,,1899,1,1899,12,0
-798797107,0,0, ,Autumn,0,0,0,0,0
-795752621,0,0, ,,0,0,0,0,0
-794126003,0,0, ,,0,0,0,0,0
-794019754,0,0, ,,1977,1,0,12,0
-792656961,0,0,Published in The Irish Press,,0,0,0,0,0
-791146529,0,0, ,,0,0,0,0,0
-790310145,0,0, ,,,,,,0
-788744468,0,0, ,,0,-1,0,0,0
-788407860,0,0, ,,0,0,0,0,0
-787602502,0,0, ,Autumn,0,-1,0,0,0
-786846182,0,0, ,,,,,,0
-786414294,0,0, ,,0,0,0,0,0
-786412231,0,0, ,,0,-1,0,0,0
-784288205,0,0, ,Spring,1949,0,1949,0,0
-779376926,0,0, ,Summer,0,0,0,0,0
-779277131,0,0, ,,0,0,0,-1,0
-779133415,0,0, ,,0,0,0,0,0
-778547219,0,0, ,,0,0,0,0,0
-776627253,0,0,Yearlyu volume. No August; September issues due to a printing strike,,1952,1,1952,12,0
-775234723,0,0, ,,0,0,0,0,0
-775192478,0,0, ,,0,0,0,0,0
-773524675,0,0, ,,,,,,0
-773091798,0,0, ,Autumn,0,-1,0,0,0
-772050928,0,0,Essays from 1985 IASAIL conference,Winter,1985,0,1986,0,0
-771401896,0,0, ,,,,,,0
-769001982,0,0, ,,0,0,0,0,0
-768149016,0,0, ,,0,0,0,-1,0
-766289123,0,0, ,,0,0,0,0,0
-766074365,0,0, ,,0,0,0,0,0
-765606465,0,0, ,,,,,,1963123722
-764162698,0,0, ,,0,-1,0,0,0
-763485231,0,0, ,,1976,1,0,12,0
-762898001,0,0, ,,0,0,0,0,0
-762328724,0,0,Published in The Irish Press,,0,0,0,0,0
-762142436,0,0, ,,1976,0,1977,0,0
-761969269,0,0,Published in The Irish Press,,0,0,0,0,0
-761918697,0,0, ,,,,,,0
-759456644,0,0, ,,,,,,0
-758628704,0,0, ,,0,-1,0,0,0
-757619579,0,0, ,,,,,,0
-756751689,0,0,Oct-Dec,,,,,,0
-754988772,0,0, ,,0,0,0,-1,0
-753578874,0,0, ,,1996,0,0,0,0
-752723305,0,0, ,,1997,0,0,0,0
-751159714,0,0, ,,0,-1,0,0,0
-751136861,0,0, ,,0,0,0,0,0
-750905431,0,0, ,,0,-1,0,0,0
-749524901,0,0, ,,0,-1,0,0,0
-748842548,0,0, ,,,,,,0
-747785541,0,0, ,,0,0,0,0,0
-747605337,0,0, ,,0,0,0,0,0
-747298226,0,0, ,,0,0,0,-1,0
-746754812,0,0, ,,,,,,0
-746663716,0,0, ,Winter,0,-1,0,0,0
-745686788,0,0, ,,1965,1,,12,0
-745403088,0,0, ,,0,0,0,0,0
-744773138,0,0, ,,1978,1,0,12,0
-744568204,0,0, ,,0,0,0,-1,0
-744559267,0,0, ,,0,-1,0,0,0
-744146675,0,0, ,,0,-1,0,0,0
-743832834,0,0, ,,1986,0,0,-1,0
-743550759,0,0,1945-46,,,,,,0
-743096921,0,0,Published in The Irish Press.,,0,0,0,0,0
-742047637,0,0, ,Winter,0,-1,0,0,0
-740362342,0,0, ,,0,-1,0,0,0
-740184951,0,0, ,Autumn,,,,,0
-739390034,0,0, ,,0,-1,0,0,0
-739360237,0,0,Published in The Irish Press.,,0,0,0,0,0
-739109338,0,0, ,,,,,,0
-739048652,0,0, ,,0,-1,0,0,0
-736863654,0,0, ,,0,-1,0,0,0
-736304714,0,0,Published in The Irish Press.,,0,0,0,0,0
-735903842,0,0, ,,0,0,0,0,0
-735324928,0,0, ,,0,0,0,0,0
-734078022,0,0, ,Summer,0,0,0,0,0
-733595196,0,0, ,,1973,1,0,12,0
-733455976,0,0,Published in The Irish Press,,0,0,0,0,0
-732940829,0,0,Published in The Irish Press,,0,0,0,0,0
-732625210,0,0, ,,0,-1,0,0,0
-731892200,0,0, ,Winter,0,0,0,0,0
-731493548,0,0, ,,0,0,0,-1,0
-731407685,0,0, ,,0,0,0,0,0
-730141231,0,0, ,,0,0,0,0,0
-729328439,0,0, ,,0,0,0,0,0
-726901924,0,0, ,,0,-1,0,0,0
-726738761,0,0, ,,,,,,0
-726338677,0,0,July-Sept,,,,,,0
-725655864,0,0, ,,0,0,0,-1,0
-724802640,0,0, ,,0,-1,0,0,0
-724680950,0,0, ,,0,0,0,0,0
-724189672,0,0, ,,0,0,0,-1,0
-722499609,0,0, ,,,,,,0
-721525206,0,0, ,,1998,10,0,0,0
-721085611,0,0, ,,0,0,0,0,0
-720060467,0,0, ,,,,,,0
-718370256,0,0, ,,0,0,0,-1,0
-717191499,0,0, ,,0,0,0,0,0
-716332599,0,0, ,,,,,,0
-715925490,0,0,Published in The Irish Press,,0,0,0,0,0
-715474751,0,0, ,,0,-1,0,0,0
-715440261,0,0, ,,1966,1,0,12,0
-714289875,0,0, ,,1884,1,1884,12,0
-713972201,0,0, ,,0,0,0,-1,0
-713523865,0,0,Published in The Irish Press.,,0,0,0,0,0
-713398590,0,0, ,,0,0,0,0,0
-712457511,0,0,yearly volume,,1889,11,1889,11,0
-711939025,0,0, ,,0,0,0,0,0
-711902611,0,0, ,,,,,,0
-711378871,0,0, ,,0,0,0,0,0
-711126916,0,0, ,,0,-1,0,0,0
-710259660,0,0, ,Summer,0,0,0,-1,0
-709759196,0,0, ,,0,-1,0,0,0
-709545744,0,0, ,Summer,0,0,0,0,0
-708329372,0,0, ,,0,-1,0,0,0
-707986011,0,0, ,,0,0,0,0,0
-707943551,0,0, ,,0,-1,0,0,0
-706620967,0,0, ,,0,0,0,0,0
-705066077,0,0, ,,0,0,0,0,0
-704714402,0,0, ,,0,0,0,0,0
-703456612,0,0, ,,0,0,0,0,0
-700833555,0,0, ,,,,,,0
-700546947,0,0, ,,,,,,0
-699628619,0,0, ,,,,,,0
-699298033,0,0, ,,,,,,0
-699155190,0,0, ,,0,-1,0,0,0
-698139660,0,0, ,,,,,,0
-697076730,0,0,yearly volume,,1906,1,1906,12,0
-694133669,0,0, ,,0,-1,0,0,0
-693909118,0,0, ,,1989,0,0,0,0
-693886163,0,0,1969-70,Winter,,,,,0
-690355165,0,0, ,Spring,0,0,0,0,0
-690291384,0,0, ,,0,0,0,-1,0
-689312596,0,0, ,,,,,,0
-688780331,0,0, ,,0,0,0,0,0
-688562253,0,0, ,,,,,,0
-687933668,0,0, ,,,,,,0
-687492632,0,0, ,,0,0,0,0,0
-687242423,0,0, ,,,,,,0
-686810116,0,0,yearly volume,,1940,1,1940,12,0
-685974145,0,0, ,,1972,1,0,12,0
-685878934,0,0, ,,0,0,0,0,0
-685788126,0,0, ,,0,-1,0,0,0
-684614300,0,0, ,,0,0,0,-1,0
-684429621,0,0, ,,0,0,0,0,0
-684425073,0,0,Published in The Irish Press,,0,0,0,0,0
-684279616,0,0, ,,0,0,0,0,0
-684241361,0,0, ,,0,0,0,0,0
-683567565,0,0,yearly volume,,1945,1,1945,12,0
-683369566,0,0,Poetry editor John Hewitt. Published by the Lyric Players.,Spring,0,0,0,0,0
-682022637,0,0,1956-57,,,,,,0
-681149475,0,0, ,Winter,0,0,0,0,0
-680608729,0,0, ,,1980,1,0,12,0
-680603374,0,0, ,,1991,0,0,0,0
-678044410,0,0, ,,0,0,0,-1,0
-677634776,0,0, ,,0,0,0,0,0
-677617049,0,0,1938-39,,,,,,0
-677578511,0,0, ,,0,0,0,0,0
-676509280,0,0, ,Winter/Spring,,,,,0
-676333826,0,0, ,Spring,0,-1,0,0,0
-675719814,0,0, ,,,,,,0
-674683749,0,0, ,,0,-1,0,0,0
-674318372,0,0, ,,0,0,0,0,0
-671643125,0,0, ,,0,0,0,-1,0
-671175015,0,0, ,,0,-1,0,0,0
-670418986,0,0, ,,0,0,0,-1,0
-669739118,0,0, ,,0,0,0,0,0
-669419354,0,0, ,,0,0,0,0,0
-669368768,0,0, ,,0,0,0,0,0
-667147476,0,0, ,Autumn,0,-1,0,0,0
-666581137,0,0, ,,,,,,0
-666472674,0,0, ,Autumn,1948,0,1948,0,0
-665915299,0,0, ,,0,0,0,-1,0
-665886720,0,0, ,,,,,,0
-665424227,0,0, ,,0,-1,0,0,0
-665294443,0,0, ,,0,0,0,0,0
-664954041,0,0, ,,0,0,0,-1,0
-662990262,0,0, ,,0,0,0,-1,0
-662294180,0,0, ,,0,0,0,0,0
-662082347,0,0, ,,0,0,0,0,0
-661101758,0,0, ,,,,,,0
-658755340,0,0, ,,2001,0,0,0,0
-658532959,0,0, ,,0,0,0,0,0
-658361326,0,0, ,,0,-1,0,0,0
-656921186,0,0, ,,,,,,0
-655421009,0,0, ,,0,-1,0,0,0
-655246640,0,0, ,,0,0,0,0,0
-654762737,0,0, ,,,,,,0
-654335480,0,0,Published in The Irish Press,,0,0,0,0,0
-653165596,0,0, ,,0,0,0,0,0
-652926163,0,0, ,,0,0,0,-1,0
-651716711,0,0, ,,0,0,0,0,0
-650531070,0,0, ,,0,0,0,0,0
-650027886,0,0, ,Fall,0,0,0,0,0
-649412738,0,0, ,,0,0,0,0,0
-648799801,0,0, ,,0,-1,0,0,0
-648286876,0,0, ,,0,0,0,0,0
-646213917,0,0, ,,0,0,0,-1,0
-644715136,0,0, ,,0,0,0,0,0
-642911300,0,0,July-Sept,,,,,,0
-642890758,0,0, ,,0,0,0,0,0
-642044360,0,0, ,,0,0,0,-1,0
-640221772,0,0, ,Summer,0,-1,0,0,0
-639907820,0,0,Published in The Irish Press.,,0,0,0,0,0
-639759038,0,0, ,,0,-1,0,0,0
-639207309,0,0, ,Winter,0,0,0,0,0
-639091270,0,0, ,,0,0,0,-1,0
-638950576,0,0, ,,0,-1,0,0,0
-638645316,0,0,Published in The Irish Press.,,0,0,0,0,0
-635664978,0,0, ,,0,-1,0,0,0
-634807158,0,0, ,,,,,,0
-634248753,0,0, ,,0,0,0,0,0
-633136104,0,0, ,,0,0,0,0,0
-630340302,0,0, ,Spring,,,,,0
-630194958,0,0, ,,0,0,0,0,0
-626688654,0,0, ,,0,0,0,-1,0
-626026604,0,0, ,,0,-1,0,0,0
-624859418,0,0, ,,1980,1,0,12,0
-624487457,0,0, ,,1989,0,0,0,0
-623954648,0,0, ,,,,,,0
-623745906,0,0, ,Spring,1999,1,1999,4,0
-623011369,0,0,Published by bradshaw books,,0,0,0,0,0
-622390280,0,0, ,Autumn,0,0,0,0,0
-622127048,0,0, ,,1986,0,0,0,0
-621549575,0,0, ,,,,,,0
-620907797,0,0, ,,,,,,0
-620231275,0,0,,,,,,,0
-619690328,0,0, ,,0,0,0,-1,0
-618594945,0,0, ,,,,,,0
-618124997,0,0,Published in The Irish Press.,,0,0,0,0,0
-616650437,0,0, ,,0,0,0,0,0
-616079799,0,0, ,,1994,10,0,0,0
-615971948,0,0, ,,0,0,0,0,0
-614501702,0,0, ,,0,-1,0,0,0
-613778072,0,0, ,,0,0,0,0,0
-613486557,0,0, ,,,,,,0
-612926594,0,0, ,,0,-1,0,0,0
-611936085,0,0, ,Spring/Summer,0,0,0,0,0
-611314120,0,0, ,,0,-1,0,0,0
-611046502,0,0, ,Summer,,,,,0
-610950566,0,0, ,,2004,0,0,0,0
-610146419,0,0, ,Spring/Summer,,,,,0
-609585979,0,0, ,,0,0,0,0,0
-607469159,0,0, ,Winter,0,0,0,-1,0
-606868091,0,0,yearly volume,,1895,1,1895,12,0
-605145888,0,0, ,,0,0,0,0,0
-604847257,0,0, ,,0,0,0,0,0
-603828375,0,0, ,,,,,,0
