DB_id,title,lastname_keyname,alternative_spelling,firstname,firstname_alternative_spelling,middle_names,primary_researcher,male_female,type_of_name,is_alternative_name_of,is_master_name,dob_is_fl,dob_is_circa,birth_year,birth_month,birth_day_of_month,born_settlement,born_county,born_country,dod_is_fl,dod_is_circa,died_year,died_month,died_day_of_month,died_settlement,died_county,died_country,associated_places,education,last_edited,notes,sources,completed
-971775092,,McDonnell Fairthlough,,Maura,,,,female,,0,0,0,0,1922,5,16,,,,0,0,0,0,0,,,,,,2007-04-13 00:00:00,,Womens Work anthologies,0
-971562530,,McGregor,,John,,J.,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-08-11 00:00:00,,,0
-971490584,,Magdalen Rock,,,,,,female,Pseudonymn,-691386909,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-06-14 00:00:00,Contributor to The Irish Monthly 1890-1921.,AC,0
-971354641,,Busk,,Rachel,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-02-03 00:00:00,"Published in Irish Monthly, folklore collector",Irish Monthly,0
-971015435,,Brennan,,Maeve,,,JM,female,,,0,0,0,1917,0,0,Dublin,Dublin,Ireland,0,0,1993,0,0,,,,,,2005-08-19 00:00:00,,Field Day,0
-970730703,Lady,Herbert,,,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-01-31 00:00:00,"Published in The Irish Monthly, full title, Lady Herbert of Lea",Irish Monthly,0
-970507927,,Sewell,,Frankie,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-09-29 00:00:00,,Honest Ulsterman 1994,0
-970099784,,Ibaragi,,Noriko,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-12-20 00:00:00,Poet,Poetry Ireland Review 77 (2003),0
-969164056,,Ní Bhroin,,Fedeilme,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-08-29 00:00:00,,,0
-968806394,,Padraic,,,,,,female,Pseudonymn,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,SVV,0
-968446089,,McChesney,,Dora,,Greenwell,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-21 00:00:00,,,0
-968321456,Mrs,Field,,,,,,female,Married,605300168,0,0,0,1856,0,0,,,,0,0,0,0,0,,,,,,2007-07-30 00:00:00,,,0
-968147671,,Mac Gearailt,,Méadhbh,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-13 00:00:00,,,0
-968043687,Countess,Marcievicz,,,,,JM,female,Published under,-516665624,0,0,0,1868,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Irish Citizen,0
-967532956,Mrs,Knox,,Ada,,J.,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Irish Citizen,0
-967454175,,Martin,,Charles (Mrs),,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-02-01 00:00:00,,,0
-966625632,,Piatt,,Hester,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-12-07 00:00:00,,Dublin Magazine 1924,0
-965571498,,Keyes McDonnell,,Kathleen,,,,female,Married,0,0,1,0,1972,0,0,Bandon,Cork,Ireland,0,0,0,0,0,,,,,secondary,2005-07-06 00:00:00,,maiden name Healy need dates,0
-965251665,,Hand,,C.,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-15 00:00:00,,English Women's Journal July 1862,0
-965036804,,Uí Bhroin,,Louise,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-11-10 00:00:00,,,0
-964678103,,Waddington,,Shelagh,,B.,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-16 00:00:00,"Dept of Geography, Maynooth",,0
-964673371,,Ní Chosgair,,Máire,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-16 00:00:00,,,0
-964275645,,Hume,,Isobel,,,JM,female,Maiden,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,Contributor to the Westminster Gazette.,AC,0
-963892214,,H.L.,,,,,,female,Pseudonymn,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Irish Citizen,0
-963558110,,Ní Chéileachair,,Máire,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-11 00:00:00,,,0
-963485400,,Bishop,,Erin,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-30 00:00:00,UCD,Éire-Ireland 1996,0
-962594047,,Nic Eoin,,Luíseach,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-11-14 00:00:00,,,0
-962158318,,Wright,,Margaret,,K.,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,California,,2007-04-03 00:00:00,Contributor to Womens Work anthologies,Womens Work anthologies,0
-962017345,,Croaghpatrick,,,,,,female,Pseudonymn,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-06-21 00:00:00,,SVV,0
-960554228,,Ní Dheirg,,Íosold,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-10-05 00:00:00,,,0
-959742781,,Gray,,Betsy,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-11 00:00:00,,,0
-959134232,,Gage,,Catherine,,,,female,Married,255146441,0,0,0,1791,0,0,Belfast,,Ireland,0,0,1852,0,0,,,,,,2005-06-08 00:00:00,,KN,0
-959114130,,Kinsella,,Sophie,,,,female,Pseudonymn,0,0,0,0,1969,0,0,London,,England,0,0,0,0,0,,,,,,2007-08-04 00:00:00,Novelist,,0
-957686669,,Cary,,Joyce,,,,female,,0,0,0,0,0,0,0,,,Ireland,0,0,0,0,0,,,,England,,2006-06-02 00:00:00,Fiction writer,Threshold 21 (Summer 1967),0
-955760277,,O'Tierney,,Anne,,,,female,,0,0,0,0,0,0,0,Baltinglass,Wicklow,Ireland,0,0,0,0,0,,,,"Dublin, UCD",tertiary,2005-09-06 00:00:00,Member of Cumann na mBan. Teacher.,Capuchin Annual 1959,0
-954839351,,Gore-Booth,,Constance,,,JM,female,Maiden,-516665624,0,0,0,1868,2,4,London,,England,0,0,1927,7,15,Dublin,Dublin,Ireland,,tertiary,2005-08-08 00:00:00,,Field Day; NDNB,0
-954575020,,Marcus,,Lily,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Londonderry,,2005-06-07 00:00:00,,AC,0
-953129266,,Maguire,,Imelda,,,,female,,0,0,0,0,0,0,0,,Kildare,Ireland,0,0,0,0,0,,,,Grew up in Limerick; has lived in Sligo and currently lives in Donegal.,,2006-05-20 00:00:00,Poet. Facilitates creative writing classes and groups. Member of Errigal Writers' Group and Glass Apple Writers.,Black Mountain Review 11 (2005),0
-952612703,,Tuqan,,Fadwa,,,,female,,0,0,0,0,1917,0,0,,,,0,0,0,0,0,,,,,,2005-12-20 00:00:00,Palestinian poet,,0
-952288231,,McCarthy,,Martina,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-18 00:00:00,,,0
-952022315,,Screibman,,Susan,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-07-24 00:00:00,Filmmaker,Irish Film and TV Research online,0
-951643635,,Toomey,,Alison,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-12 00:00:00,,The Irish Filmography,0
-950077295,,Mhic a' Bhaird,,Isibéal,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-12 00:00:00,,,0
-949462914,,Gallagher,,Katherine,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Australia; London,,2005-11-10 00:00:00,,Poetry Ireland Review,0
-949440895,,Walshe,,Alicia,,,,female,,0,0,0,0,1773,0,0,,Dublin,Ireland,0,0,1854,0,0,,,,,,2006-09-13 00:00:00,Nun,FD V,0
-949062087,,Kiddell-Monroe,,Joan,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-03-29 00:00:00,Illustrator,Brown 2,0
-948937114,,Horn ,,Pamela,,L. R.,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-03 00:00:00,,IHSMar 1971,0
-948648290,,Colum,,Padraic,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-11-08 00:00:00,,,0
-948538907,,Sedgwick,,Lindsay,,Jane,,female,,0,0,1,0,1997,0,0,,,,0,0,0,0,0,,,,Dublin; Leeds,tertiary,2007-10-24 00:00:00,Playwright,,0
-948141035,,Shaw,,Valerie,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-11-09 00:00:00,,,0
-948133870,,Burton,,Joan,,,JM,female,,,0,0,0,1948,0,0,Dublin,,Ireland,0,0,0,0,0,,,,,tertiary,2005-08-19 00:00:00,Politician,Field Day,0
-947006463,Miss,Connor Smith,,Aileen,,,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-08 00:00:00,,Irish Citizen,0
-946283113,,Brooke,,Charlotte,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,"Rantavan, Co. Cavan",,2008-07-11 00:00:00,"Friend of Maria Edgeworth, descendant of Henry Brooke of Brookeborough",,0
-946190348,,Webb,,D.,,,JM,female,Published under,1450452436,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-08 00:00:00,,Irish Citizen,0
-946170897,,Ní Ríagáin,,Cróna,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-13 00:00:00,,,0
-946114736,,Lane,,Sheila,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-17 00:00:00,,,0
-945426280,,Hoult,,Norah,,,,female,,85433048,0,0,0,1898,0,0,Dublin,,Ireland,0,0,1984,0,0,Greystones,Wicklow,Ireland,"England, USA",,2007-08-05 00:00:00,,,0
-944776911,,E.C.,,,,,JM,female,Pseudonymn,1182868219,0,0,0,1866,12,3,Ballymena,Antrim,Ireland,0,0,1902,4,2,Revlin,Donegal,Ireland,,,2005-08-08 00:00:00,,SVV,0
-944222981,,Travers,,Pamela,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-09-05 00:00:00,Poet,Irish Statesman,0
-943884950,,Kennedy,,Finola,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-06-19 00:00:00,,Studies 1992,0
-942240446,,Foxe,,John,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-11-01 00:00:00,,,0
-941698426,,Montau,,Mary,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Dublin,,2006-04-06 00:00:00,"Taught in the English Dept, UCD",Graph 1 (1986),0
-941455587,,Augé,,Celeste,,,,female,,0,0,0,0,1972,0,0,,,Canada,0,0,0,0,0,,,,Ireland,,2006-04-12 00:00:00,Poet. Has lived in Ireland since 1985.,Cúirt Journal 3 (1995),0
-940952917,,Power,,Marguerite,,,JM,female,Maiden,-702860628,0,0,0,1789,9,1,Clonmel,Tipperary,Ireland,0,0,1849,6,4,Paris,,France,,,2005-08-19 00:00:00,,Field Day,0
-940462081,,Ní Loinsigh,,Marion,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-11-11 00:00:00,,,0
-939772975,,McCance,,Ruth,,,,female,,,0,0,0,1969,0,0,Lisburn,Antrim,Ireland,0,0,0,0,0,,,,,,2005-06-01 00:00:00,,Field Day,0
-939591869,,Moynihan,,Marion,,,,female,,0,0,0,0,0,0,0,Kanturk,Cork,Ireland,0,0,0,0,0,,,,Lives in Tralee,,2007-04-13 00:00:00,Poet. Member of Scribblers and Fia Rua Writers' Group.,Cork Literary Review 3 (1996); Womens Work anthologies,0
-938605232,,Flynn,,Eilionóir,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-05-09 00:00:00,,Listowel Writers' Week (2002),0
-937548972,,Kieran,,Helen,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-02-13 00:00:00,,Journal of the County Louth Archaeological and Historical Society 1949,0
-937158510,,Goodall,,Rod,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-10-22 00:00:00,,,0
-936869159,,Hermana,,Louise,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Dublin,,2005-11-17 00:00:00,Poet and playwright.,Poetry Ireland Review 36 (1992),0
-936483101,,Clear,,Caitríona,,,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Women's Studies Review,0
-935978405,,Dix,,Rachel,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-03-14 00:00:00,Contributor to The Irish Monthly 1916,,0
-935263358,,Ní Ghallchobhair,,Méadhbh,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-12 00:00:00,,,0
-934007788,Lady,Mahon,,Jane,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-12-15 00:00:00,,,0
-933855620,,Mhic Mhuilneora,,Peig,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-11 00:00:00,,,0
-933391747,,Ryle,,M,,P,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-08 00:00:00,,SVV,0
-933332044,,How Martyn,,E.,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-30 00:00:00,,,0
-932180466,,Dunne,,Denise,,,,female,,0,0,0,0,1956,0,0,,,,0,0,0,0,0,,,,,,2007-04-12 00:00:00,,Womens Work anthologies,0
-931619152,,O'Shea,,Nora,,,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-08 00:00:00,,Irish Citizen,0
-931365804,,Sullivan,,Jennifer,,,,female,,0,0,0,0,1983,0,0,,,,0,0,0,0,0,,,,,,2007-04-03 00:00:00,,Womens Work anthologies,0
-930568263,,Mona,,,,,,female,Pseudonymn,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-07-11 00:00:00,,SVV,0
-930178573,,Forrest,,H.J.,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-16 00:00:00,Fiction writer,"Monica Cullinan, 'The Private Witness: A Selective Bibliography of Literary Writings by Irish Women 1960-1992', MA Thesis, WERRC, UCD, 1992.",0
-930122183,Miss,O'Brennan,,Lily,,,,female,,0,0,0,0,0,0,0,Dublin,,,0,0,0,0,0,,,,,secondary,2005-06-16 00:00:00,,Brown 2,0
-929546428,,Murphy,,Hilary,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-18 00:00:00,,Journal of the Wexford Historical Society 1994-95,0
-928034880,,Wynne,,Frances,,Alice,,female,Maiden,-126384959,0,0,0,1863,0,0,Drogheda,Louth,Ireland,0,0,1893,8,9,London,,England,,,2005-06-07 00:00:00,"Contributor to the Irish Monthly, Longman's Magazine, and the Spectator.",AC,0
-927255559,,Ivask,,Astrid,,,,female,,0,0,0,0,0,0,0,,,Latvia,0,0,0,0,0,,,,USA; Ireland,,2006-05-15 00:00:00,"Poet, essayist, translator, children's writer. Moved to Ireland in 1991.",Cork Literary Review 7 (2000),0
-926856232,,Peacock,,Florence,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-21 00:00:00,,,0
-926266406,,Daly,,Kathleen,,,JM,female,Maiden,1077227859,0,0,0,1878,4,11,Limerick,Limerick,Ireland,0,0,1972,9,29,Liverpool,,England,,,2005-08-19 00:00:00,,Field Day; NDNB,0
-925483110,,Hoey,,Patricia,,,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-08 00:00:00,"President Irish League for Women's Suffrage, London",Irish Citizen,0
-925481199,,Sheils,,William,,J.,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-10-26 00:00:00,,,0
-924541946,,Behan,,Maria,,,,female,,0,0,0,0,0,0,0,New York,New York,USA,0,0,0,0,0,,,,Dublin,,2006-03-28 00:00:00,Fiction writer and journalist,The Stinging Fly 7 (2000),0
-924092122,,Sherry,,Ruth,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-06 00:00:00,,Threshold 35 (Winters 1984/5),0
-923381470,,Battcock,,Marjorie,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-12-08 00:00:00,,Dublin Magazine 1952,0
-923344120,,Clairmonte,,Mary,,Chavelita,JM,female,Married,409168602,0,0,0,1859,12,14,Melbourne,,Australia,0,0,1945,8,12,Crawley,Sussex,England,USA,secondary,2005-08-19 00:00:00,,Field Day; NDNB,0
-922898986,,Sirr,,Valerie,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,TCD,,2006-03-28 00:00:00,"Short-story writer, screenwriter",The Stinging Fly 6 (1999),0
-922700056,Lady,Wright,,,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-05 00:00:00,,Irish Citizen,0
-922696792,,Taillon,,Ruth,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,tertiary,2006-09-11 00:00:00,,FD V,0
-921194290,,Jacob,,Dorothea,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-10 00:00:00,,,0
-921099386,,Bhreathnach,,Máire,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-11 00:00:00,,,0
-920497403,,Lyon,,Hazel,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-03-08 00:00:00,Contributor to The Irish Monthly 1948,,0
-920368276,,Crichton,,Violet,,,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Irish Citizen,0
-920097546,,O'Connor,,Joyce,,,,female,Married,-763009303,0,0,0,1947,0,0,,,,0,0,0,0,0,,,,,tertiary,2005-06-01 00:00:00,,Field Day,0
-919974184,,Sheridan,,Róisin,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Dublin,,2007-04-09 00:00:00,,Womens Work anthologies,0
-919684517,,Rodgers,,Nini,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,"Belfast, QUB",,2006-05-05 00:00:00,,Irish Historical Studies 2000,0
-919680311,,Bell,,Marguerite,,,JM,female,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,AC,0
-919671807,,Gallagher,,Mary,,Allegra,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-05-30 00:00:00,,Donahoe's Magazine 1906,0
-919341256,,Chrús Uí Bhriain,,Máire,,,,female,Irish Married,-863549706,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-11-11 00:00:00,,,0
-918260386,,Forres,,Hildegard,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-12-21 00:00:00,Not Irish,,0
-917877385,,Jenks,,Allison,,Eir,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-11-25 00:00:00,Poet,Poetry Ireland Review 59 (1998),0
-917412113,,Quinn,,Antoinette,,,,female,,0,0,0,0,0,0,0,Dublin,,,0,0,0,0,0,,,,,,2005-11-04 00:00:00,,Poetry Ireland Review,0
-917013513,,Gore-Booth,,Eva,,Selina,JM,female,,,0,0,0,1870,5,22,Lissadell,Sligo,Ireland,0,0,1926,6,30,,,,,home,2005-08-08 00:00:00,,Field Day; NDNB,0
-916521319,,de Burca,,Máirín,,,JM,female,,,0,0,0,1938,0,0,Dublin,Dublin,Ireland,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Field Day,0
-916493739,,Redmond,,Marian,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Dublin,,2006-03-28 00:00:00,"Member of Pappin's Ladies Club, Ballymun",The Stinging Fly 3 (1998),0
-916231849,,Ní Craoibín,,Eilís,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-06-07 00:00:00,,AC,0
-915800892,,Johnson,,Maureen,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-15 00:00:00,UCD,Irish Geography 1979,0
-915715033,,O'Connor,,Laura,,,,female,,,0,0,0,1959,0,0,Dublin,Dublin,Ireland,0,0,0,0,0,,,,USA,tertiary,2005-06-01 00:00:00,,Field Day,0
-915102459,Dr,Walkington,,L.,,A.,JM,female,Published under,1018545530,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Belfast,tertiary,2005-08-08 00:00:00,,Irish Citizen,0
-914994294,,Ewan,,Frances,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-03-31 00:00:00,Ilustrator,Brown,0
-914948167,,Abraham,,Grace,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-08-23 00:00:00,,FD IV,0
-914110540,,Parker,,Eleanor,,R.,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-05-30 00:00:00,,Donahoe's Magazine 1905,0
-913597582,,Coll,,Mary,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-04-07 00:00:00,"Poet. Literary critic. Former director of Belltable Arts Centre, Limerick.",West 47 2 (2001),0
-913500933,,Dunbar,,Carole,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,tertiary,2007-08-06 00:00:00,,,0
-912889265,,O'Gorman,,Mary,,,,female,,0,0,0,0,0,0,0,Killarney,Kerry,Ireland,0,0,0,0,0,,,,Clonmel,,2007-04-13 00:00:00,,Womens Work anthologies,0
-912033152,,de Barra,,Muireann,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,tertiary,2005-09-29 00:00:00,,IFTN,0
-911685932,,McCarthy,,Kathleen,,D,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-07-20 00:00:00,,,0
-911515286,,Doyle,,Eithne,,,,female,,0,0,0,0,1936,0,0,Naas,Kildare,Ireland,0,0,0,0,0,,,,,tertiary,2007-04-03 00:00:00,Contributor to Womens Work anthologies,Womens Work anthologies,0
-911510080,Lady,Chatterton,,,,,,female,Published under,1182535692,0,0,0,1806,0,0,,,,0,0,1876,0,0,,,,,,2007-07-19 00:00:00,,,0
-911056181,,Guiney,,Louise,,Imogen,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-22 00:00:00,,,0
-910846325,,Mac Aodh ,,Aifric,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,tertiary,2005-12-16 00:00:00,Poet. Editor of Nua-Aois.,Poetry Ireland Review 67 (2000),0
-910427264,,Lawlor,,Mary,,,,female,,0,0,0,0,1913,0,0,,Limerick,Ireland,0,1,0,0,0,,,,,,2007-04-13 00:00:00,,Womens Work anthologies,0
-910217434,,Cobbe,,Frances,,Power,,female,Maiden,-1058893581,1,0,0,1822,12,4,Dublin,,Ireland,0,0,1904,4,5,Hengwrt,,Wales,"Wales, Brighton, Bristol, London, Italy",secondary,2007-06-07 00:00:00,"Writer and campaigner for women's rights, anti-vivisectionist.",NDNB,0
-910062940,,Dick,,Cairistiona,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-04-24 00:00:00,,,0
-909865348,,D'Agostino Schanzer,,Amalia,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-08-17 00:00:00,,,0
-908578743,,Corcoran,,Moira,,,,female,Published under,-533063744,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-18 00:00:00,,,0
-907234346,Sister,Scholastica,,M.,,,,female,Religious,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-03-27 00:00:00,Contributor to The Irish Monthly 1910-15,,0
-906935887,,Fahy,,Noreen,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,unknown,2005-08-17 00:00:00,,The Irish Filmography,0
-905714366,,Siggins,,Lorna,,,,female,,,0,0,0,1958,0,0,,,Scotland,0,0,,0,0,,,,,tertiary,2005-06-01 00:00:00,Journalist,Field Day,0
-904691355,,Black,,Ivy,,Kirwan,JM,female,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,"Contributor to Irish Monthly 1922, 23",AC,0
-904522302,,Burke,,Catherine,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,Galway,,2006-04-06 00:00:00,Fiction writer,The Salmon 24/25 (1990),0
-903896059,,Derenzy,,Margaret,,Graves,JM,female,Married,,0,1,0,1824,0,0,Thomastown,Kilkenny,Ireland,0,0,1828,0,0,New Ross,Wexford,Ireland,,unknown,2005-08-19 00:00:00,"Novelist, children's author and poet",AC,0
-903100431,,Nell Byrne,,,,,,female,Pseudonymn,181921995,0,0,0,1880,10,8,Chittagong,,India,0,0,1959,0,0,Dublin,Dublin,Ireland,,,2005-06-14 00:00:00,,Field Day,0
-902511175,,Calderón,,,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-12-07 00:00:00,,,0
-902449132,,Doyle,,Mary,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-26 00:00:00,,,0
-901848694,,Malcolm,,Joyce,,Lee,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-03 00:00:00,Historian,,0
-901783636,,Quennell,,Peter,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-06-13 00:00:00,,,0
-901709693,Mrs,Ingram,,W.,,R.,,female,Married,-1265008082,0,0,0,1908,0,0,Donegal,,,0,0,0,0,0,,,,"Killough, Co. Down",unknown,2007-07-17 00:00:00,"Dramatist, novelist and teacher",,0
-901057642,Mrs,Fields,,Finian,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-01-23 00:00:00,ICA member,Éire-Ireland 1966,0
-899391904,,Pizarnik,,Alejandra,,,,female,,0,0,0,0,1936,0,0,Buenos Aires,,Argentina,0,0,1972,9,25,,,,"Argentina, Paris",,2005-12-19 00:00:00,Poet,,0
-899204997,,O'Rahilly,,Cecile,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-06-14 00:00:00,,,0
-897779704,,Peatt,,Hester,,Sigerson,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-19 00:00:00,,Brown 2,0
-896457577,,Tatlow,,J.,,L.,JM,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2005-08-08 00:00:00,,Irish Citizen,0
-895368172,,Doran,,William,,,,male,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2006-05-17 00:00:00,,,0
-895089204,,Noel,,Felicia,,,,female,,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,2007-02-17 00:00:00,Contributor to The Irish Monthly 1904,,0
