publication_id,length_minutes,production_company,country_of_origin,country_of_origin_2,country_of_origin_3,notes,date_video,date_dvd
690482595,0,-953753551,Ireland,,,Galway Film Fleadh 2003  (Best Animated Short),,
691774770,52,-1224900203,Ireland,,,part of RTE's True Lives documentary series,,
693126557,18,-944236148,Ireland,,,,,
695625920,12,-927077861,,,,"Galway Film Fleadh, 15/7/1994.",,
695815349,109,2071004164,England,,,,,
701764740,7,627615541,Ireland,,,,,
706553384,0,222242339,USA,,,,,
716026856,15,-953753551,Ireland,,,"Academy Cinema, Dublin, and Cork Film Festival, 1993.  Winner of the 1991 Fuji Scholarship Awards fro Best Overall Production, Most Promising Direction, Best Editing, and runner-up for Best Camerawork and Lighting.  16mm.",,
737574830,10,627615541,Ireland,,,,0,0
744000164,0,627615541,Ireland,,,Galway Film Fleadh 2003,0,0
769149074,16,-953753551,Ireland,,,16mm.,,
777317057,25,-475391321,Ireland,,,Cork Film Festival 2001,,
779303130,0,-86698787,Ireland,,,,,
782222583,10,-953753551,Ireland,,,"Released Irish Film Centre, 24/6/1994. Released Galway Film Fleadh, 16/7/1994.",,
788469483,15,-953753551,Ireland,,,,,
797305815,3,627615541,USA,,,,0,0
799546221,0,627615541,Ireland,,,Galway Film Fleadh 2003,0,0
804952568,6,580786995,Ireland,,,,,
809675052,10,-953753551,Ireland,,,16mm.,,
816092857,0,627615541,Ireland,,,Galway Film Fleadh 2004,0,0
818062285,13,627615541,Ireland,,,,0,0
821383584,26,1449816938,Ireland,,,with TG4. Part of Splanc documentary series,0,0
879439561,52,-963075718,Ireland,,,,,
891540140,4,627615541,Ireland,,,,0,0
910532128,22,-517866718,Ireland,,,"Made with the support of Film Base/ RTÉ Short Film Award. Made with the assisstance of Dublin Institute of Technology and the Arts Council of Northern Ireland. Winner of the award for Best Film in the Field of Educational Politics at the 1993 Oberhausen Film Festival. Foyle Film Festival, 19/11/1992. Irish Film Centre, 24/2/1993. 16mm.",,
919787612,0,1927746983,USA,,,,,
935056164,10,2125480079,Ireland,,,"Made with the support of the Galway Film Centre/RTÉ Script Awards, and the Fulbright Scholarship Program. Glaway Film Fleadh, 16/7/1993.",,
936156715,46,-1731039344,Ireland,,,Galway Film Fleadh 2003,0,0
942705349,26,557796484,Ireland,,,With Arts Councl of Ireland and TG4. Part of Splanc documentary series,0,0
943708475,13,674770018,Ireland,,,,,
950723758,,1909164161,Ireland,,,Six series,,
963201793,108,-251572578,England,,,,0,0
967137678,0,-1739779691,Ireland,,,,,
978504533,19,-953753551,Ireland,,,Won Montgomery Prize at Chicago International Children's Film Festival (1998),,
981269375,0,119299072,Ireland,,,,,
987910868,8,627615541,Ireland,,,Cork Film Festival 2001,0,0
996092030,8,627615541,England,,,,0,0
1002519127,92,-147488093,Ireland,,,,,
1004134523,86,-678412507,Ireland,,,With Hot Property Films. Adapted from photographic novel of the same name by Timothy O'Grady and Steve Pike in 1997.,,
1012590314,99,-1198795475,England,,,,,
1013484070,0,-1739779691,Ireland,,,,,
1015925866,0,627615541,,,,,0,0
1026589583,53,806652906,Ireland,,,,0,0
1036771156,0,-411954929,USA,,,Five reels.,,
1044962857,26,1449816938,Ireland,,,with TG4. Part of Splanc documentary series,0,0
1047579432,10,627615541,Ireland,,,,,
1062428569,17,627615541,Ireland,,,,0,0
1062859105,0,627615541,Ireland,,,Galway Film Fleadh 2003,0,0
1066621767,5,-685168098,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Frameworks),,
1066923314,0,-1739779691,Ireland,,,,,
1071221030,13,1964589529,,,,"Galway Film Fleadh, 17/7/1994",,
1089402554,93,1037653565,Ireland,,,,,
1093019981,3,627615541,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Irish Flash),,
1099327656,0,-147488093,Ireland,,,"Developed with the assistance of Bord Scannan na hEireann/Irish Film Board, Radio Telifis Eireann, NDR Germany",,
1111947185,0,-1606250466,Ireland,,,,0,0
1115833522,11,627615541,Ireland,,,,0,0
1116033218,52,553526629,Ireland,,,,,
1118492810,360,567488845,Ireland,,,with the Irish Film Board/Bord Scannán na hÉireann. 6x60minute programmes.,,
1119944624,13,-953753551,Ireland,,,"Galway Film Fleadh, 18/7/1992. General release, Irish Film Centre 19/2/1993. 16mm. b&w.",,
1119966554,0,1124396913,Ireland,,,,,
1124270583,14,-953753551,Ireland,,,"Made with the assistance of Galway Corporation. Won first prize, the 'Prix du Jury', at the Third European -en-VO Student Film Festival, Paris, May 1993.  16mm, b&w.",,
1124802871,0,1317692439,USA,,,,,
1125460284,7,369300999,Ireland,,,,,
1126008655,57,-1956151724,USA,,,,,
1127225337,17,-1625740475,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann. Short Cuts 2000,,
1127306940,650,2057377336,Ireland,,,26x25 minute programmes,,
1127386590,0,-1415746232,Ireland,,,Part of the Townlands TV Documentary series for RTE. Sponsored by Bord Scannan na hEireann,,
1127738427,52,-1415746232,Ireland,,,2x26 minute programmes,,
1127752463,25,627615541,Ireland,,,,,
1128095385,13,2088359024,Ireland,,,,,
1128601368,13,627615541,Ireland,,,DVD format,,
1128681818,74,-1237638383,Ireland,,,"With Irish Film Board/Bord Scannán na hÉireann, Channel 4 Television, Northern Ireland Film and Television Commission and the Community Relations Council.",,
1133458406,26,-871559271,,,,,,
1155552870,11,627615541,Ireland,,,,,
1158997244,10,627615541,Ireland,,,Galway Film Festival 2005  (event programme),,
1171416592,100,684837225,USA,,,,0,0
1174475033,90,-1083089800,England,,,Extracts from 'High Noon' (1952) are included in this film.,,
1178456107,0,1356623193,Ireland,,,,,
1181802330,53,-1237638383,Ireland,,,With Asylum Pictures and RTE. Part of True Lives documentary series.,0,0
1185292320,0,336618913,Ireland,,,Galway Film Fleadh 2004,0,0
1185296237,10,1449816938,Ireland,,,,0,0
1185353871,53,486433572,Ireland,,,Screened RTE 25/10/2001; Galway Film Fleadh 2001,0,0
1191772258,60,1973482560,Ireland,,,,0,0
1191856977,15,-475391321,Ireland,,,,0,0
1191939774,3,627615541,Ireland,,,Part of a two-film series. Galway Film Fleadh 2003,0,0
1195013837,20,-953753551,Ireland,,,16mm.,,
1195967241,54,806652906,Ireland,,,,,
1201375162,15,-411317443,England,,,"Dublin Film Festival, 1993",,
1201951196,80,1780999463,Ireland,,,2x40 minute programmes,,
1205767049,25,635582120,Ireland,,,"Dublin Film Festival, 1988.",,
1207721377,14,-2129726919,Ireland,,,Galway Film Fleadh 1998,0,0
1219482484,5,627615541,Ireland,,,,0,0
1219884550,50,1128615481,Ireland,,,With TG4 and An Chomhairle Ealaíon/The Arts Council,,
1224356412,0,-1517191226,,,,,0,0
1238919838,3,627615541,Ireland,,,"With Irish Film Board/Bord Scannán na hÉireann, part of Irish Flash series",,
1253799977,35,-701574240,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann,,
1254042522,78,-642954595,Ireland,,,Bord Scannan na hEireann. 3x26mins,,
1258683713,110,1432844864,England,,,"Best Irish Film at Cork Film Festival, 1981. 16mm.",,
1258955757,0,627615541,Ireland,,,,0,0
1264436840,3,320647011,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Short Shorts),,
1272771385,52,1669806872,Ireland,,,,,
1275733538,28,627615541,Ireland,,,super 8 film,0,0
1282427676,3,627615541,Ireland,,,Second installment of two-film series. Galway Film Fleadh 2003,0,0
1286712485,30,1883326900,Ireland,,,,,
1288021132,12,822173847,Ireland,,,"With the assistance of Bord Scannán na hÉireann/Irish Film Board, Radio Teilifís Éireann.  Cork Film Festival.",,
1297504130,15,-678412507,Ireland,,,"With Punched Steel Productions, Irish Film Board/Bord Scannán na hÉireann",,
1299387143,29,2057377336,Ireland,,,,,
1299820932,11,1470100591,Ireland,,,Winner of the Lasair 2 Award,,
1305674576,0,1850564151,Ireland,,,,,
1316997638,85,-2129726919,Ireland,,,,,
1319168723,0,627615541,Ireland,,,Galway Film Fleadh 2003,0,0
1322283760,312,-588174581,Ireland,,,"With BBC Northern Ireland, Irish Film Board/Bord Scannán na hÉireann. 6x52 minute programmes.",,
1324619422,6,1165305905,Ireland,,,,,
1325575917,11,-1797924093,Ireland,,,"Galway Film Fleadh, 1991.",,
1348440805,0,-953753551,Ireland,,,Galway Film Fleadh 2003,0,0
1360035797,60,-630515804,Ireland,,,6x10 minute programmes,,
1376163160,34,1476100115,Ireland,,,"With the assistance of Bord Scannán na hÉireann/Irish Film Board.  In association with Radio Teilifís Éireann.  Cork Film Festival, 1987. 16mm.",,
1376257572,54,-1415746232,Ireland,,,Galway Film Fleadh 2004; Won Best Feature Documentary at 2004 Celtic Film Festival,0,0
1391779881,0,1433559496,USA,,,,,
1392001263,20,-953753551,Ireland,,,Irish Film Centre release. Filmed on 16mm.,,
1398287396,19,-953753551,Ireland,,,16mm.,,
1421237082,2,-683541778,Ireland,,,Galway Film Fleadh 2003,0,0
1433219700,10,92634911,,,,"Galway Film Fleadh, 1991.",,
1438108587,26,485514898,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann,,
1442413055,5,87395284,Ireland,,,"Cork Film Festival, 2003; Galway Film Fleadh 2004",0,0
1446994386,156,-1068090144,Ireland,,,6x26 minute programmes,,
1447547281,10,-475391321,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann,,
1450900300,0,-259323305,USA,,,,,
1458545549,17,1127748924,Ireland,,,,,
1466115470,90,-1068090144,Ireland,,,,,
1467932224,25,-468294241,England,,,A discussion of the poetry in relationship to the landscape Wordsworth wrote in and of.,0,0
1472534747,127,1124875313,USA,,,,,
1474454373,52,1191957697,Ireland,,,,0,0
1479427375,0,747277074,Ireland,,,Galway Film Fleadh 2003,0,0
1484002333,0,1127207579,Ireland,,,,,
1486557865,16,627615541,Ireland,,,Galway Film Fleadh 2001,0,0
1495691262,52,-1237638383,Ireland,,,,,
1501230764,10,-148082889,Ireland,,,With Zanzibar Productions. Irish Film Festival (Kilburn) 2000.,,
1503463111,0,-748427253,USA,,,Five reels.,,
1508704010,52,553526629,Ireland,,,With Bord Scannan na hEireann. Screened RTE 1 part of Arts Lives series,0,0
1514681933,0,119299072,Ireland,,,,,
1520951100,52,-1415746232,Ireland,,,,,
1524066779,15,627615541,Ireland,,,Collective,0,0
1527359894,15,-1652221431,England,,,"Dublin Film Festival, 1995",,
1536094378,30,-963075718,Ireland,,,,,
1551404171,26,2057377336,Ireland,,,,,
1553874743,0,-125008946,USA,,,Five reels,,
1568960430,0,627615541,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Irish Flash),,
1571787914,40,-1187226291,England,,,16mm.,,
1581542372,6,627615541,Ireland,USA,,,0,0
1603294568,10,627615541,Ireland,,,,0,0
1606690533,23,1449816938,Ireland,,,,0,0
1606785297,3,-390201677,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Short Shorts),,
1611741894,52,-1568711175,Ireland,,,,,
1612742565,0,1878801510,USA,,,,,
1616177001,15,677137928,Ireland,,,,,
1624247713,98,261449760,Ireland,,,"With Disney, World 2000, Touchstone Pictures.",,
1638277568,11,627615541,Ireland,,,,,
1646096119,14,627615541,Ireland,,,,0,0
1646354558,102,-1667979887,Ireland,,,,,
1660022828,5,-1164394825,,,,"Dublin Film Festival, 4/3/1993",,
1663072676,0,-411954929,USA,,,Five reels,,
1677978804,10,-1091843489,Ireland,,,,,
1678172637,52,1128074956,Ireland,,,,,
1681360824,3,627615541,Ireland,,,Galway Film Fleadh 2003,0,0
1696177520,17,350228363,Ireland,,,"Cork Film Festival, 8/10/1993.",,
1697662650,0,1661027795,USA,,,Five reels,,
1703023669,13,-1797924093,Ireland,,,Galway Film Fleadh 2004,,
1703342252,8,627615541,Ireland,,,Galway Film Festival 2005 (event programme),,
1716711424,61,627615541,Ireland,,,,,
1721595795,7,627615541,Ireland,,,Galway Film Fleadh 2000,0,0
1725913551,25,-1517191226,Ireland,,,,,
1768338429,0,-1781752468,Ireland,,,,,
1768359945,27,-48040664,Ireland,,,Cork Film Festival. b&w.,,
1771076302,17,-944236148,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann,,
1778323900,0,627615541,Ireland,,,,,
1796544884,12,-953753551,Ireland,,,"Irish Film Centre, 24/6/1994.  Galway Film Fleadh, 16/7/1994.  16mm.",,
1798844131,12,-953753551,Ireland,,,,,
1799131301,45,627615541,Ireland,,,Cannes Film Festival 2005,,
1800566366,45,1153387532,Ireland,,,,,
1819391114,27,2038103373,Ireland,,,"On of the first six films in the production scheme 'Short Cuts', initiated by Bord Scannán na hÉireann and RTÉ. Released at the Cork Film Festival, 1995.",,
1820514081,97,-2088274226,USA,,,,1995,0
1821504472,58,-357963629,Ireland,,,With assistance of Bord Scannán na hÉireann/Irish Film Board. 16mm.,,
1833994808,5,627615541,Ireland,,,IFTN lists runtime as 9mins. AKA Irish Women. Part of Frameworks series.,0,0
1835770157,7,-953753551,Ireland,,,Cork Film Festival 2003; Galway Film Fleadh 2004,,
1840295109,0,-1956151724,USA,,,,,
1855675094,3,2043453412,Ireland,,,Part of series 'Home' for TV,0,0
1858847315,0,-2042707750,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Frameworks),,
1862090559,30,582635766,Ireland,,,,,
1864735840,0,-1739779691,Ireland,,,,,
1866707222,129,684837225,USA,,,,,
1870050864,16,-953753551,Ireland,,,,,
1870309140,12,-953753551,Ireland,,,"Galway Film Fleadh, 1993. 16mm.",,
1875782897,29,627615541,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Oscailt),,
1892744472,52,2043453412,Ireland,,,Part of True Lives documentary series,0,0
1896881009,30,2057377336,Ireland,,,,,
1906417587,15,156028858,Ireland,,,,,
1909504231,14,1124278846,Ireland,,,"With the assistance of Bord Scannán na hÉireann/Irish Film Board and Radio Teilifís Éireann.  Dublin Film Festival, 1985.",,
1910635187,4,-953753551,Ireland,,,,,
1911050496,6,-1553540261,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Frameworks),,
1911277119,8,1701204982,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann,,
1912867315,0,2057377336,Ireland,,,,,
1922606741,5,-1797924093,Ireland,,,"Galway Film Fleadh, 1993.",,
1929542193,44,1449816938,Ireland,,,Silent film,0,0
1932398789,17,-953753551,Ireland,,,"Released in the Irish Film Centre, 1995. Filmed on 16mm.",,
1948413053,101,317655020,USA,,,,,
1951128312,30,1754660915,,,,"Dublin Film Festival, 19/7/1992.",,
1951800954,12,-147488093,Ireland,,,"Cork Film Festival, 1992. 16mm.",,
1977264507,0,433244554,USA,,,Five reels,,
1979054194,3,730229205,Ireland,,,Cork Film Festival 2001,,
1979165793,66,1523546592,USA,,,,,
1986190830,11,-953753551,Ireland,,,With Cutting The Cheese Films.,,
1986321201,0,627615541,Ireland,,,Galway Film Festival 2005 (event programme),,
1996831942,52,1047963641,Ireland,,,,,
1996965072,6,627615541,Ireland,,,,0,0
2000219662,325,567931745,Ireland,,,13x25 minute programmes. Two series,,
2004540227,90,-1260043382,Ireland,,,Cork Film Festival 1999,,
2015332692,102,82533759,Ireland,Italy,Germany,"With Metropolitan Films, Volta Films, Road Movies; and with support from Bord Scannan na hEireann, RTE, Eurimages, Film Forderung Hamburg and Ministeri per Culturali Departmenti della Spetticoli",2000,2000
2027630532,150,-963075718,Ireland,,,6x25 minute programmes,,
2035107048,10,627615541,Ireland,,,Doclands Documentary Film Festival Dublin 2001,0,0
2039668995,27,-52381622,Ireland,,,,,
2051703722,0,1052490912,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann.  Conflict with IFTN re production company: listed as Clanvisions Ltd.,,
2053999720,91,1478315363,England,,,Working Title 'Passage of Love'. USA title 'Time Lost and Time Remebered'.,,
2055590812,3,627615541,Ireland,,,,0,0
2059558754,300,-1739779691,Ireland,,,10x30 minute programmes,,
2071583277,6,-953753551,Ireland,,,,0,0
2077390490,20,627615541,Ireland,,,Galway Film Fleadh 2002 (Best Short Documentary),0,0
2079133092,120,-298811,England,,,,0,0
2088286133,100,1883503364,Ireland,,,"with Irish Film Board/Bord Scannán na hÉireann, RTÉ and Xtravision.",,
2088879205,16,170023028,Ireland,,,,,
2091844732,10,-588863929,Ireland,,,"Galway Film Fleadh, 16/7/1993",,
2094700054,3,627615541,Ireland,,,,0,0
2098310778,360,-1739779691,Ireland,,,,,
2100143957,24,627615541,Ireland,,,Cork Film Festival 2001,0,0
2104097850,28,627615541,Ireland,,,,,
2105640476,0,6607463,Ireland,,,,,
2107122566,20,627615541,Ireland,,,,0,0
2108069536,3,-1995761451,Ireland,,,,,
2110208086,15,-953753551,Ireland,,,,,
2115610629,0,-2014663020,Ireland,,,More than 140 24 minute programmes produced,,
2125476317,10,627615541,Ireland,,,,0,0
2127948986,3,627615541,Ireland,,,"Sculpoe exhibition by Paul Campell, with poetry by Mary Dempsey.",,
2137266950,93,-963075718,Ireland,,,,,
2137430965,122,1071378180,Ireland,,,35x3.5minute programmes,,
2140715356,28,-475391321,Ireland,,,with Irish Film Board/Bord Scannán na hÉireann (Oscailt),,
